season,week,franchise_id,player_id,salary,contractYear,contractInfo,status,as_of
2025,5,0023,16601,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,15241,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,12263,5.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,13249,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,15255,2.6,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,16927,5.2,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,15258,4.5,1,2025 UFA,ROSTER,2025-10-06
2025,5,0023,16642,0.99,3,2024 5.05,INJURED_RESERVE,2025-10-06
2025,5,0023,16191,4.41,2,2025 oEXT,INJURED_RESERVE,2025-10-06
2025,5,0024,15284,26.21,1,2025 5YO,ROSTER,2025-10-06
2025,5,0024,14783,37.7,2,2024 oEXT,ROSTER,2025-10-06
2025,5,0024,15834,3.45,1,2022 1.12,ROSTER,2025-10-06
2025,5,0024,13737,6.13,1,2022 UFA,ROSTER,2025-10-06
2025,5,0024,13629,12.1,2,2022 UFA,ROSTER,2025-10-06
2025,5,0024,16253,1.14,2,2023 4.06,ROSTER,2025-10-06
2025,5,0024,15319,5.47,1,2023 oEXT,ROSTER,2025-10-06
2025,5,0024,16620,3.67,3,2024 1.08,ROSTER,2025-10-06
2025,5,0024,16696,1.69,3,2024 2.08,ROSTER,2025-10-06
2025,5,0024,16690,1.06,3,2024 4.08,ROSTER,2025-10-06
2025,5,0024,15749,3.98,1,2023 oEXT,ROSTER,2025-10-06
2025,5,0024,15452,8.88,2,2025 oEXT,ROSTER,2025-10-06
2025,5,0024,14412,7.59,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0024,13224,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0024,16152,8.38,2,2023 1.02,ROSTER,2025-10-06
2025,5,0024,15357,15.29,1,2025 NEFT,ROSTER,2025-10-06
2025,5,0024,15859,5.35,1,2025 SRFA,ROSTER,2025-10-06
2025,5,0024,13770,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0024,13671,7.79,2,2025 B/R,ROSTER,2025-10-06
2025,5,0024,17043,4.32,4,2025 1.07,ROSTER,2025-10-06
2025,5,0024,17122,1.6,4,2025 2.11,ROSTER,2025-10-06
2025,5,0024,17135,1.26,4,2025 3.07,ROSTER,2025-10-06
2025,5,0024,17105,0.95,4,2025 5.07,ROSTER,2025-10-06
2025,5,0024,13844,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,15979,2.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,14903,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,11348,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,14877,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,12739,2.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,15362,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,10816,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,14879,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,14918,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,17059,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0024,17143,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0024,17179,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0024,14799,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,12270,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,17048,2.23,4,2025 2.01,ROSTER,2025-10-06
2025,5,0024,15981,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,17114,1.4,4,2025 3.01,ROSTER,2025-10-06
2025,5,0024,16183,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,16432,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,13418,2.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0024,15382,1.1,1,2025 ERFA,INJURED_RESERVE,2025-10-06
2025,5,0024,16204,1.36,2,2023 3.06,INJURED_RESERVE,2025-10-06
2025,5,0024,16283,1.1,1,2024 R/F,INJURED_RESERVE,2025-10-06
2025,5,0024,17141,1.01,4,2025 4.07,INJURED_RESERVE,2025-10-06
2025,5,0024,17268,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0024,17195,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0025,14832,22.41,3,2023 iEXT,ROSTER,2025-10-06
2025,5,0025,14104,21.02,2,2022 iEXT,ROSTER,2025-10-06
2025,5,0025,15802,6.68,3,2024 iEXT,ROSTER,2025-10-06
2025,5,0025,15713,1.18,1,2022 4.13,ROSTER,2025-10-06
2025,5,0025,14590,4.04,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0025,15698,34.16,5,2025 oEXT,ROSTER,2025-10-06
2025,5,0025,16213,3.73,2,2023 1.09,ROSTER,2025-10-06
2025,5,0025,16241,1.32,2,2023 3.09,ROSTER,2025-10-06
2025,5,0025,16207,1.06,2,2023 5.09,ROSTER,2025-10-06
2025,5,0025,15710,3.41,1,2022 5.13^,ROSTER,2025-10-06
2025,5,0025,13592,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0025,14249,5.38,1,2024 SRFA,ROSTER,2025-10-06
2025,5,0025,7836,6.38,1,2024 B/R,ROSTER,2025-10-06
2025,5,0025,16639,2.34,3,2024 1.15,ROSTER,2025-10-06
2025,5,0025,16694,1.44,3,2024 2.15,ROSTER,2025-10-06
2025,5,0025,16707,1.0,3,2024 4.21,ROSTER,2025-10-06
2025,5,0025,16676,0.99,3,2024 5.09,ROSTER,2025-10-06
2025,5,0025,16717,0.98,3,2024 5.18,ROSTER,2025-10-06
2025,5,0025,12305,3.25,1,2024 UFA,ROSTER,2025-10-06
2025,5,0025,13251,6.7,2,2025 oEXT,ROSTER,2025-10-06
2025,5,0025,16688,1.03,3,2024 4.12,ROSTER,2025-10-06
2025,5,0025,15768,1.91,1,2022 2.10,ROSTER,2025-10-06
2025,5,0025,15805,9.33,6,2025 iEXT,ROSTER,2025-10-06
2025,5,0025,15809,6.78,5,2025 iEXT,ROSTER,2025-10-06
2025,5,0025,16102,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0025,16870,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0025,14956,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0025,14219,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0025,16729,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0025,13130,14.25,2,2025 B/R,ROSTER,2025-10-06
2025,5,0025,17121,2.72,4,2025 1.13,ROSTER,2025-10-06
2025,5,0025,17045,1.52,4,2025 2.13,ROSTER,2025-10-06
2025,5,0025,17033,1.17,4,2025 3.13,ROSTER,2025-10-06
2025,5,0025,17053,1.0,4,2025 4.09,ROSTER,2025-10-06
2025,5,0025,17175,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0025,13245,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,15681,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,13772,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,15857,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0025,16752,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0025,15396,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,13303,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,10945,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,17186,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0025,16794,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0025,13832,1.1,1,2025 ERFA,INJURED_RESERVE,2025-10-06
2025,5,0025,16159,1.1,2,2023 4.15,INJURED_RESERVE,2025-10-06
2025,5,0025,17036,0.98,4,2025 4.13,INJURED_RESERVE,2025-10-06
2025,5,0025,13299,18.15,1,2023 B/R,INJURED_RESERVE,2025-10-06
2025,5,0025,16254,1.75,2,2023 2.09,INJURED_RESERVE,2025-10-06
2025,5,0026,15846,3.41,1,2022 2.12^,ROSTER,2025-10-06
2025,5,0026,15761,6.46,2,2025 iEXT,ROSTER,2025-10-06
2025,5,0026,14149,8.09,1,2022 iEXT,ROSTER,2025-10-06
2025,5,0026,16262,1.11,2,2023 4.11,ROSTER,2025-10-06
2025,5,0026,14180,1.81,1,2023 UFA,ROSTER,2025-10-06
2025,5,0026,12741,11.11,1,2023 iEXT,ROSTER,2025-10-06
2025,5,0026,15259,4.16,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0026,14102,12.72,2,2023 oEXT,ROSTER,2025-10-06
2025,5,0026,14186,1.1,1,2024 R/F,ROSTER,2025-10-06
2025,5,0026,14071,15.48,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0026,16618,3.38,3,2024 1.09,ROSTER,2025-10-06
2025,5,0026,16582,1.65,3,2024 2.09,ROSTER,2025-10-06
2025,5,0026,16700,1.13,3,2024 3.17,ROSTER,2025-10-06
2025,5,0026,16673,1.03,3,2024 4.13,ROSTER,2025-10-06
2025,5,0026,16662,1.02,3,2024 4.17,ROSTER,2025-10-06
2025,5,0026,16670,0.99,3,2024 5.07,ROSTER,2025-10-06
2025,5,0026,16672,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0026,16723,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0026,16719,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0026,16282,5.38,2,2024 SRFA,ROSTER,2025-10-06
2025,5,0026,14179,8.68,3,2025 oEXT,ROSTER,2025-10-06
2025,5,0026,14138,16.82,3,2025 oEXT,ROSTER,2025-10-06
2025,5,0026,15756,6.45,1,2022 1.05,ROSTER,2025-10-06
2025,5,0026,16178,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0026,14159,12.74,4,2025 iEXT,ROSTER,2025-10-06
2025,5,0026,14235,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0026,16712,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0026,13593,35.95,1,2025 NEFT,ROSTER,2025-10-06
2025,5,0026,15871,7.46,3,2025 FRFA,ROSTER,2025-10-06
2025,5,0026,13743,7.2,3,2025 B/R,ROSTER,2025-10-06
2025,5,0026,12956,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0026,17070,2.45,4,2025 1.15,ROSTER,2025-10-06
2025,5,0026,17046,0.98,4,2025 4.15,ROSTER,2025-10-06
2025,5,0026,17146,0.97,4,2025 4.17,ROSTER,2025-10-06
2025,5,0026,17058,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0026,15345,3.6,3,2025 UFA,ROSTER,2025-10-06
2025,5,0026,13813,6.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0026,14861,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0026,16635,1.04,3,2024 4.11,ROSTER,2025-10-06
2025,5,0026,16699,1.24,3,2024 3.09,ROSTER,2025-10-06
2025,5,0026,13138,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0026,16887,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0026,13330,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0026,17050,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0026,14147,24.61,1,2022 iEXT,ROSTER,2025-10-06
2025,5,0026,16194,1.8,2,2023 2.08,TAXI_SQUAD,2025-10-06
2025,5,0027,13589,25.7,1,2021 EXT,ROSTER,2025-10-06
2025,5,0027,15282,26.21,1,2025 5YO,ROSTER,2025-10-06
2025,5,0027,15808,2.89,1,2022 1.15,ROSTER,2025-10-06
2025,5,0027,15742,3.74,2,2023 iEXT,ROSTER,2025-10-06
2025,5,0027,16280,1.56,2,2023 2.14,ROSTER,2025-10-06
2025,5,0027,16164,1.24,2,2023 3.14,ROSTER,2025-10-06
2025,5,0027,16222,1.1,2,2023 4.14,ROSTER,2025-10-06
2025,5,0027,16255,1.06,2,2023 5.14,ROSTER,2025-10-06
2025,5,0027,15418,1.81,1,2023 UFA,ROSTER,2025-10-06
2025,5,0027,13132,8.49,1,2023 UFA,ROSTER,2025-10-06
2025,5,0027,16617,2.75,3,2024 1.12,ROSTER,2025-10-06
2025,5,0027,16603,1.2,3,2024 3.12,ROSTER,2025-10-06
2025,5,0027,16680,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0027,13674,5.94,2,2024 B/R,ROSTER,2025-10-06
2025,5,0027,16679,1.54,3,2024 2.12,ROSTER,2025-10-06
2025,5,0027,10292,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0027,14893,11.22,1,2025 TT,ROSTER,2025-10-06
2025,5,0027,15393,4.1,2,2025 RRFA,ROSTER,2025-10-06
2025,5,0027,12186,5.53,4,2025 B/R,ROSTER,2025-10-06
2025,5,0027,17075,3.33,4,2025 1.10,ROSTER,2025-10-06
2025,5,0027,17039,2.05,4,2025 2.03,ROSTER,2025-10-06
2025,5,0027,17078,1.91,4,2025 2.05,ROSTER,2025-10-06
2025,5,0027,17138,1.3,4,2025 3.05,ROSTER,2025-10-06
2025,5,0027,17086,1.09,4,2025 3.20,ROSTER,2025-10-06
2025,5,0027,17127,1.02,4,2025 4.05,ROSTER,2025-10-06
2025,5,0027,17037,0.96,4,2025 4.19,ROSTER,2025-10-06
2025,5,0027,17145,0.95,4,2025 5.05,ROSTER,2025-10-06
2025,5,0027,17152,0.94,4,2025 5.17,ROSTER,2025-10-06
2025,5,0027,17182,0.94,4,2025 5.19,ROSTER,2025-10-06
2025,5,0027,15777,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0027,12686,2.0,3,2025 UFA,ROSTER,2025-10-06
2025,5,0027,13697,2.79,3,2025 UFA,ROSTER,2025-10-06
2025,5,0027,14252,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0027,15836,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16787,1.9,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16912,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,14358,6.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16733,1.03,3,2024 4.14,ROSTER,2025-10-06
2025,5,0027,16298,4.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,14982,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,13683,3.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,15499,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16036,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16385,2.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,13424,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0027,16149,2.66,2,2023 1.14,INJURED_RESERVE,2025-10-06
2025,5,0027,15862,3.41,1,2022 5.16^,INJURED_RESERVE,2025-10-06
2025,5,0027,16711,0.98,3,2024 5.12,INJURED_RESERVE,2025-10-06
2025,5,0027,16809,1.1,1,2025 ERFA,INJURED_RESERVE,2025-10-06
2025,5,0027,17223,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0027,11721,7.2,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0027,13146,16.25,2,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0027,15668,1.0,1,2025 UFA,TAXI_SQUAD,2025-10-06
2025,5,0028,15721,3.41,1,2022 2.08^,ROSTER,2025-10-06
2025,5,0028,14940,7.27,1,2023 FRFA,ROSTER,2025-10-06
2025,5,0028,16150,3.0,2,2023 1.12,ROSTER,2025-10-06
2025,5,0028,16189,1.25,2,2023 3.13,ROSTER,2025-10-06
2025,5,0028,16303,1.12,2,2023 4.10,ROSTER,2025-10-06
2025,5,0028,14889,1.87,1,2024 UFA,ROSTER,2025-10-06
2025,5,0028,14153,12.67,2,2024 UFA,ROSTER,2025-10-06
2025,5,0028,12221,20.59,1,2024 UFA,ROSTER,2025-10-06
2025,5,0028,16583,1.47,3,2024 2.14,ROSTER,2025-10-06
2025,5,0028,16330,1.06,2,2023 5.12,ROSTER,2025-10-06
2025,5,0028,16211,1.08,2,2023 5.03,ROSTER,2025-10-06
2025,5,0028,16661,1.16,3,2024 3.15,ROSTER,2025-10-06
2025,5,0028,16691,1.01,3,2024 4.20,ROSTER,2025-10-06
2025,5,0028,16584,4.02,3,2024 1.07,ROSTER,2025-10-06
2025,5,0028,14162,19.21,1,2023 oEXT,ROSTER,2025-10-06
2025,5,0028,13268,3.6,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0028,13610,11.08,1,2024 UFA,ROSTER,2025-10-06
2025,5,0028,13332,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,11947,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,13289,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,15290,25.25,4,2025 B/R,ROSTER,2025-10-06
2025,5,0028,15261,8.29,2,2025 oEXT,ROSTER,2025-10-06
2025,5,0028,13672,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0028,17147,1.64,4,2025 2.10,ROSTER,2025-10-06
2025,5,0028,11760,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,15398,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,16193,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,17104,3.93,4,2025 1.08,ROSTER,2025-10-06
2025,5,0028,15972,5.1,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,13717,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,13325,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,15301,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,12218,1.3,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,13266,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,16731,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,17157,1.01,4,2025 4.08,ROSTER,2025-10-06
2025,5,0028,16314,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,16708,0.98,3,2024 5.14,ROSTER,2025-10-06
2025,5,0028,17150,0.95,4,2025 5.08,ROSTER,2025-10-06
2025,5,0028,15409,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,15833,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0028,16246,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0028,17161,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0028,8930,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0028,16597,2.6,3,2024 1.13,INJURED_RESERVE,2025-10-06
2025,5,0028,15789,4.71,1,2022 1.08,INJURED_RESERVE,2025-10-06
2025,5,0028,15390,1.87,2,2024 oEXT,INJURED_RESERVE,2025-10-06
2025,5,0028,17142,0.94,4,2025 5.16,INJURED_RESERVE,2025-10-06
2025,5,0028,16228,1.2,2,2023 3.19,INJURED_RESERVE,2025-10-06
2025,5,0028,11768,1.0,1,2025 UFA,INJURED_RESERVE,2025-10-06
2025,5,0029,13696,12.97,3,2024 oEXT,ROSTER,2025-10-06
2025,5,0029,14056,27.12,1,2024 oEXT,ROSTER,2025-10-06
2025,5,0029,14974,13.41,1,2024 iEXT,ROSTER,2025-10-06
2025,5,0029,16655,1.62,3,2024 2.10,ROSTER,2025-10-06
2025,5,0029,16643,1.13,3,2024 3.18,ROSTER,2025-10-06
2025,5,0029,16747,1.04,3,2024 4.10,ROSTER,2025-10-06
2025,5,0029,15378,3.27,3,2024 iEXT,ROSTER,2025-10-06
2025,5,0029,16245,1.29,1,2023 3.11,ROSTER,2025-10-06
2025,5,0029,16171,1.91,2,2023 2.06,ROSTER,2025-10-06
2025,5,0029,14897,17.72,3,2024 oEXT,ROSTER,2025-10-06
2025,5,0029,16649,1.01,3,2024 4.19,ROSTER,2025-10-06
2025,5,0029,15428,5.35,3,2025 SRFA,ROSTER,2025-10-06
2025,5,0029,15755,2.24,1,2022 2.05,ROSTER,2025-10-06
2025,5,0029,14472,5.38,1,2024 SRFA,ROSTER,2025-10-06
2025,5,0029,15253,12.6,1,2025 B/R,ROSTER,2025-10-06
2025,5,0029,17071,7.03,4,2025 1.03,ROSTER,2025-10-06
2025,5,0029,17113,1.79,4,2025 2.07,ROSTER,2025-10-06
2025,5,0029,17069,1.11,4,2025 3.18,ROSTER,2025-10-06
2025,5,0029,17073,1.06,4,2025 3.23,ROSTER,2025-10-06
2025,5,0029,15237,13.59,3,2025 UFA,ROSTER,2025-10-06
2025,5,0029,16300,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0029,16703,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0029,16736,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0029,16585,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0029,17099,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0029,17241,0.96,4,2025 5.01,ROSTER,2025-10-06
2025,5,0029,17222,0.96,4,2025 5.02,ROSTER,2025-10-06
2025,5,0029,17172,0.94,4,2025 5.15,ROSTER,2025-10-06
2025,5,0029,16722,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0029,17066,0.94,4,2025 5.14,ROSTER,2025-10-06
2025,5,0029,17076,0.93,4,2025 5.22,ROSTER,2025-10-06
2025,5,0029,16633,0.94,2,2024 UDFA,ROSTER,2025-10-06
2025,5,0029,17096,0.94,4,2025 5.12,ROSTER,2025-10-06
2025,5,0029,17185,0.94,4,2025 5.20,ROSTER,2025-10-06
2025,5,0029,17154,0.94,4,2025 5.10,ROSTER,2025-10-06
2025,5,0029,17256,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0029,17160,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0029,17255,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0029,17196,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0029,17130,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0029,17165,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0029,15238,8.08,2,2025 UFA,ROSTER,2025-10-06
2025,5,0029,17169,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0029,16014,2.2,1,2024 UFA,ROSTER,2025-10-06
2025,5,0029,15331,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0029,15351,4.94,2,2025 B/R,INJURED_RESERVE,2025-10-06
2025,5,0029,15855,1.0,2,2025 R/F,INJURED_RESERVE,2025-10-06
2025,5,0029,16628,1.08,3,2024 4.05,INJURED_RESERVE,2025-10-06
2025,5,0029,16734,1.0,3,2024 4.22,INJURED_RESERVE,2025-10-06
2025,5,0029,16604,1.25,3,2024 3.08,INJURED_RESERVE,2025-10-06
2025,5,0029,17158,0.9,3,2025 UDFA,INJURED_RESERVE,2025-10-06
2025,5,0030,13198,12.49,1,2020 EXT,ROSTER,2025-10-06
2025,5,0030,13116,37.7,4,2023 oEXT,ROSTER,2025-10-06
2025,5,0030,13714,5.49,3,2025 iEXT,ROSTER,2025-10-06
2025,5,0030,15281,18.74,5,2024 iEXT,ROSTER,2025-10-06
2025,5,0030,14171,7.67,1,2022 iEXT,ROSTER,2025-10-06
2025,5,0030,15762,3.41,1,2022 2.01^,ROSTER,2025-10-06
2025,5,0030,16169,2.41,2,2023 1.16,ROSTER,2025-10-06
2025,5,0030,16214,2.21,2,2023 2.02,ROSTER,2025-10-06
2025,5,0030,16267,0.98,1,2023 UDFA,ROSTER,2025-10-06
2025,5,0030,14836,39.2,4,2024 iEXT,ROSTER,2025-10-06
2025,5,0030,16616,4.94,3,2024 1.05,ROSTER,2025-10-06
2025,5,0030,15395,2.51,2,2024 iEXT,ROSTER,2025-10-06
2025,5,0030,15835,4.06,3,2025 iEXT,ROSTER,2025-10-06
2025,5,0030,15391,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0030,13448,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0030,17068,2.33,4,2025 1.16,ROSTER,2025-10-06
2025,5,0030,17032,2.14,4,2025 2.02,ROSTER,2025-10-06
2025,5,0030,17144,1.43,4,2025 2.16,ROSTER,2025-10-06
2025,5,0030,17103,1.21,4,2025 3.10,ROSTER,2025-10-06
2025,5,0030,17128,1.08,4,2025 3.21,ROSTER,2025-10-06
2025,5,0030,17119,0.99,4,2025 4.11,ROSTER,2025-10-06
2025,5,0030,17097,0.9,3,2025 UDFA,ROSTER,2025-10-06
2025,5,0030,13920,1.9,2,2025 UFA,ROSTER,2025-10-06
2025,5,0030,15293,4.05,3,2025 UFA,ROSTER,2025-10-06
2025,5,0030,15366,2.43,3,2025 UFA,ROSTER,2025-10-06
2025,5,0030,13604,26.48,1,2025 NEFT,ROSTER,2025-10-06
2025,5,0030,13839,14.75,1,2024 iEXT,ROSTER,2025-10-06
2025,5,0030,15387,1.86,2,2025 UFA,ROSTER,2025-10-06
2025,5,0030,15872,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0030,14169,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,12764,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,15081,1.0,2,2025 R/F,ROSTER,2025-10-06
2025,5,0030,15845,1.1,1,2025 ERFA,ROSTER,2025-10-06
2025,5,0030,16295,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,15819,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,12437,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,13447,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,16896,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,16671,1.07,3,2024 4.07,ROSTER,2025-10-06
2025,5,0030,14985,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,13156,1.0,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,13704,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,14434,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,12754,1.8,1,2025 UFA,ROSTER,2025-10-06
2025,5,0030,17136,1.33,4,2025 3.04,INJURED_RESERVE,2025-10-06
2025,5,0030,16665,1.86,3,2024 2.05,INJURED_RESERVE,2025-10-06
2025,5,0030,16594,1.8,3,2024 2.06,INJURED_RESERVE,2025-10-06
2025,5,0030,16238,1.0,1,2025 UFA,TAXI_SQUAD,2025-10-06
2025,5,0031,12611,24.53,3,2024 oEXT,ROSTER,2025-10-06
2025,5,0031,14797,5.96,2,2024 oEXT,ROSTER,2025-10-06
2025,5,0031,15751,9.82,1,2022 1.02+,ROSTER,2025-10-06
2025,5,0031,15817,1.86,1,2022 2.11,ROSTER,2025-10-06
2025,5,0031,16161,9.94,2,2023 1.01,ROSTER,2025-10-06
2025,5,0031,16185,5.54,2,2023 1.05,ROSTER,2025-10-06
2025,5,0031,13690,6.53,1,2023 UFA,ROSTER,2025-10-06
2025,5,0031,14414,2.83,1,2023 UFA,ROSTER,2025-10-06
2025,5,0031,14908,5.35,2,2023 UFA,ROSTER,2025-10-06
2025,5,0031,16581,4.43,3,2024 1.06,ROSTER,2025-10-06
2025,5,0031,13630,6.27,1,2024 UFA,ROSTER,2025-10-06
2025,5,0031,14921,6.44,2,2024 UFA,ROSTER,2025-10-06
